id,title,subtitle,authors,publisher,published_date,category
3642414907,Chinese Computational Linguistics and Natural Language Processing Based on Naturally Annotated Big Data,"12th China National Conference, CCL 2013 and First International Symposium, NLP-NABD 2013, Suzhou, China, October 10-12, 2013, Proceedings","Maosong Sun, Min Zhang, Dekang Lin, Haifeng Wang",Springer,10/8/2013,NLP
9.7818E+12,Natural Language Processing with AWS AI Services,Derive strategic insights from unstructured data with Amazon Textract and Amazon Comprehend,"Mona M, Premkumar Rangarajan, Julien Simon",Packt Publishing Ltd,11/26/2021,NLP
9.78303E+12,Deep Learning for NLP and Speech Recognition,,"Uday Kamath, John Liu, James Whitaker",Springer,6/10/2019,NLP
9.78311E+12,Syntactic Structures,,Noam Chomsky,Walter de Gruyter GmbH & Co KG,5/29/2020,NLP
9.78939E+12,Getting started with Deep Learning for Natural Language Processing,Learn how to build NLP applications with Deep Learning (English Edition),Sunil Patel,BPB Publications,1/13/2021,NLP
9.78903E+12,Biomedical Natural Language Processing,,"Kevin Bretonnel Cohen, Dina Demner-Fushman",John Benjamins Publishing Company,2/15/2014,NLP
1530414830,Big Data Analytics Methods,"Modern Analytics Techniques for the 21st Century: the Data Scientists Manual to Data Mining, Deep Learning & Natural Language Processing",Peter Ghavami,Createspace Independent Publishing Platform,3/6/2016,NLP
9.7802E+12,"Understanding Social Action, Promoting Human Rights",,"Ryan Goodman, Derek Jinks, Andrew K. Woods",Oxford University Press,12/27/2012,NLP
9.781E+12,Data Analytics and AI,,Jay Liebowitz,CRC Press,8/6/2020,NLP
354000307X,Natural Language Processing and Information Systems,"6th International Conference on Applications of Natural Language to Information Systems, NLDB 2002, Stockholm, Sweden, June 27-28, 2002, Revised Papers","Birger Andersson, Maria Bergholtz, P. Johannesson",Springer,12/11/2002,NLP
1491913428,Natural Language Processing with Python,,"Steven Bird, Ewan Klein, Edward Loper",O'Reilly Media,3/25/2016,NLP
787982369,Classroom Assessment Techniques,A Handbook for College Teachers,"Thomas A. Angelo, Patricia K. Cross",Jossey-Bass Incorporated Pub,4/1/2005,NLP
3540620044,Automatic Ambiguity Resolution in Natural Language Processing,An Empirical Approach,Alexander Franz,Springer,11/13/1996,NLP
9.78019E+12,Epistemic Value,,"Adrian Haddock, Alan Millar, Duncan Pritchard",OUP Oxford,9/3/2009,NLP
3540419438,Natural Language Processing and Information Systems,"5th International Conference on Applications of Natural Language to Information Systems, NLDB 2000, Versailles, France, June 28-30, 2000; Revised Papers","Mokrane Bouzeghoub, Zoubida Kedad, Elisabeth Metais",Springer,4/18/2001,NLP
9.78149E+12,Applied Text Analysis with Python,Enabling Language-Aware Data Products with Machine Learning,"Benjamin Bengfort, Rebecca Bilbro, Tony Ojeda","""O'Reilly Media, Inc.""",6/11/2018,NLP
1473965004,SAGE Research Methods Foundations,,"Paul Anthony Atkinson, Sara Delamont, Richard A. Williams, Alexandru Cernat, Joseph Sakshaug",SAGE Publications Limited,5/5/2021,NLP
9.78303E+12,Natural Language Processing and Information Systems,"24th International Conference on Applications of Natural Language to Information Systems, NLDB 2019, Salford, UK, June 26–28, 2019, Proceedings","Elisabeth Métais, Farid Meziane, Sunil Vadera, Vijayan Sugumaran, Mohamad Saraee",Springer,6/20/2019,NLP
9.78112E+12,The Book of Alternative Data,"A Guide for Investors, Traders and Risk Managers","Alexander Denev, Saeed Amen",John Wiley & Sons,7/21/2020,NLP
1783284676,Natural Language Processing with Java and Lingpipe Cookbook,,Breck Baldwin,Packt Publishing,11/28/2014,NLP
521896134,Graph-based Natural Language Processing and Information Retrieval,,"Rada Mihalcea, Dragomir Radev",Cambridge University Press,4/11/2011,NLP
9.78148E+12,Text Analytics with Python,A Practical Real-World Approach to Gaining Actionable Insights from your Data,Dipanjan Sarkar,Apress,11/30/2016,NLP
1138640077,Connectionist Approaches to Natural Language Processing,,"R. G. Reilly, Noel Sharkey",Routledge,6/1/2018,NLP
262100665,Statistical Methods for Speech Recognition,,Frederick Jelinek,MIT Press,1/15/1998,NLP
9.78149E+12,Deep Learning from Scratch,Building with Python from First Principles,Seth Weidman,O'Reilly Media,9/9/2019,NLP
470864125,Encyclopedia of Computer Science,,"Anthony Ralston, Edwin D. Reilly, David Hemmendinger",Wiley,8/29/2003,NLP
9.78981E+12,Information Retrieval and Natural Language Processing,A Graph Theory Approach,"Sheetal S. Sonawane, Parikshit N. Mahalle, Archana S. Ghotkar",Springer Nature,4/5/2022,NLP
9.78366E+12,Anaphora Resolution,"Algorithms, Resources, and Applications","Massimo Poesio, Roland Stuckardt, Yannick Versley",Springer,8/4/2016,NLP
9.78164E+12,Transfer Learning for Natural Language Processing,,Paul Azunre,Simon and Schuster,8/31/2021,NLP
9.78939E+12,Getting Started with Chatbots,Learn and create your own chatbot with deep understanding of Artificial Intelligence and Machine Learning,Akhil Mittal,BPB Publications,9/20/2019,NLP
9.7818E+12,Exploring GPT-3,An unofficial first look at the general-purpose language processing API from OpenAI,"Steve Tingiris, Bret Kinsella",Packt Publishing Ltd,8/27/2021,NLP
9.78332E+12,"Advances in Natural Language Processing, Intelligent Informatics and Smart Technology","Selected Revised Papers from the Eleventh International Symposium on Natural Language Processing (SNLP-2016) and the First Workshop in Intelligent Informatics and Smart Technology, 10-12 February 2016, Phranakhon, Si Ayutthaya, Thailand","Thanaruk Theeramunkong, Rachada Kongkachandra, Thepchai Supnithi",Springer,3/15/2018,NLP
9.78148E+12,Text Analytics with Python,A Practitioner's Guide to Natural Language Processing,Dipanjan Sarkar,Apress,5/21/2019,NLP
9.78332E+12,Using Comparable Corpora for Under-Resourced Areas of Machine Translation,,"Inguna Skadiņa, Robert Gaizauskas, Bogdan Babych, Nikola Ljubešić, Dan Tufiş, Andrejs Vasiļjevs",Springer,2/6/2019,NLP
9.78112E+12,Data Mining and Business Analytics with R,,Johannes Ledolter,John Wiley & Sons,5/28/2013,NLP
9.78162E+12,"Machine Learning with TensorFlow, Second Edition",,Mattmann A. Chris,Manning Publications,2/2/2021,NLP
9.78149E+12,Blueprints for Text Analytics Using Python,,"Jens Albrecht, Sidharth Ramachandran, Christian Winkler","""O'Reilly Media, Inc.""",12/4/2020,NLP
9.78149E+12,Deep Learning,A Practitioner's Approach,"Josh Patterson, Adam Gibson","""O'Reilly Media, Inc.""",7/28/2017,NLP
9.78111E+12,"Similar Languages, Varieties, and Dialects",A Computational Perspective,"Marcos Zampieri, Preslav Nakov",Cambridge University Press,4/30/2021,NLP
9.78146E+12,Mobile Speech and Advanced Natural Language Solutions,,"Amy Neustein, Judith A. Markowitz",Springer Science & Business Media,2/3/2013,NLP
9.78303E+12,"Natural Language Processing for Social Media, Third Edition",,"Anna Atefeh Farzindar, Diana Inkpen",Springer Nature,5/31/2022,NLP
9.78164E+12,Deep Learning with PyTorch,,"Luca Pietro Giovanni Antiga, Eli Stevens, Thomas Viehmann",Simon and Schuster,7/1/2020,NLP
9.78132E+12,Personalized Machine Learning,,Julian McAuley,Cambridge University Press,2/3/2022,NLP
9.78145E+12,Natural Language Annotation for Machine Learning,,"James Pustejovsky, Amber Stubbs","""O'Reilly Media, Inc.""",10/25/2012,NLP
9.78164E+12,Probabilistic Deep Learning,"With Python, Keras and TensorFlow Probability","Beate Sick, Oliver Duerr",Simon and Schuster,10/11/2020,NLP
1801077657,Mastering Transformers,Build State-Of-the-art Models from Scratch with Advanced Natural Language Processing Techniques,"Savas Yildirim, Meysam Asgari-Chenaghlu",Packt Publishing,9/15/2021,NLP
9.78148E+12,Building Chatbots with Python,Using Natural Language Processing and Machine Learning,Sumit Raj,Apress,12/12/2018,NLP
3662524937,Natural Language Processing of Semitic Languages,,Imed Zitouni,Springer,8/23/2016,NLP
9.78039E+12,The Elements of Statistical Learning,"Data Mining, Inference, and Prediction","Trevor Hastie, Robert Tibshirani, Jerome Friedman",Springer Science & Business Media,11/11/2013,NLP
9.78074E+12,Windows Internals,,"Mark E. Russinovich, David A. Solomon, Alex Ionescu",Pearson Education,3/15/2012,NLP
9.78184E+12,Getting Started with Google BERT,Build and train state-of-the-art natural language processing models using BERT,Sudharsan Ravichandiran,Packt Publishing Ltd,1/22/2021,NLP
3030562379,Thai Natural Language Processing,"Word Segmentation, Semantic Analysis, and Application","Chalermpol Tapsai, Herwig Unger, Phayung Meesad",Springer,9/16/2021,NLP
9.78132E+12,Anaphora Resolution,,Ruslan Mitkov,Routledge,2/24/2014,NLP
9.78332E+12,Text Mining,From Ontology Learning to Automated Text Processing Applications,"Chris Biemann, Alexander Mehler",Springer,12/19/2014,NLP
9.78303E+12,Embeddings in Natural Language Processing,Theory and Advances in Vector Representations of Meaning,"Mohammad Taher Pilehvar, Jose Camacho-Collados",Springer Nature,5/31/2022,NLP
9.78354E+12,Advances in Natural Language Processing,"6th International Conference, GoTAL 2008, Gothenburg, Sweden, August 25-27, 2008, Proceedings","Bengt Nordstrom, Bengt Nordström, Aarne Ranta",Springer Science & Business Media,8/13/2008,NLP
9.78067E+12,The Myth of Artificial Intelligence,Why Computers Can't Think the Way We Do,Erik J. Larson,Harvard University Press,4/6/2021,NLP
9.78939E+12,Artificial Intelligence for Managers,,Malay A. Upadhyay,BPB Publications,9/18/2020,NLP
521032261,Challenges in Natural Language Processing,,"Madeleine Bates, Ralph M. Weischedel",Cambridge University Press,11/23/2006,NLP
9.78303E+12,Rise of the Self-Replicators,"Early Visions of Machines, AI and Robots That Can Reproduce and Evolve","Tim Taylor, Alan Dorin",Springer Nature,7/30/2020,NLP
9.78364E+12,Natural Language Processing and Information Systems,"14th International Conference on Applications of Natural Language to Information Systems , NLDB 2009, Saarbrücken, Germany, June 24-26, 2009. Revised Papers","Helmut Horacek, Elisabeth Metais, Rafael Munoz, Magdalena Wolska",Springer Science & Business Media,4/20/2010,NLP
9.78929E+12,Mapping the Public Voice for Development—Natural Language Processing of Social Media Text Data,A Special Supplement of Key Indicators for Asia and the Pacific 2022,Asian Development Bank,Asian Development Bank,8/1/2022,NLP
9.78052E+12,Computational Lexical Semantics,,"Patrick Saint-Dizier, Evelyn Viegas",Cambridge University Press,2/24/1995,NLP
9.78939E+12,Machine Learning for Finance,Beginner's guide to explore machine learning in banking and finance (English Edition),Saurav Singla,BPB Publications,1/5/2021,NLP
9.78162E+12,Deep Reinforcement Learning in Action,,"Alexander Zai, Brandon Brown",Manning Publications,4/28/2020,NLP
9.78149E+12,Data Science on AWS,,"Chris Fregly, Antje Barth","""O'Reilly Media, Inc.""",4/7/2021,NLP
9.78172E+12,Deep Learning,A Visual Approach,Andrew Glassner,No Starch Press,6/22/2021,NLP
9.78148E+12,Deep Learning with Applications Using Python,"Chatbots and Face, Object, and Speech Recognition With TensorFlow and Keras",Navin Kumar Manaswi,Apress,4/4/2018,NLP
9.78827E+12,Approaching (Almost) Any Machine Learning Problem,,Abhishek Thakur,Abhishek Thakur,7/4/2020,NLP
9.78354E+12,Natural Language and Information Systems,"13th International Conference on Applications of Natural Language to Information Systems, NLDB 2008 London, UK, June 24-27, 2008, Proceedings",Vijayan Sugumaran,Springer Science & Business Media,6/16/2008,NLP
9.7818E+12,Mastering spaCy,An end-to-end practical guide to implementing NLP applications using the Python ecosystem,Duygu Altinok,Packt Publishing Ltd,7/9/2021,NLP
9.78149E+12,Building Machine Learning Pipelines,,"Hannes Hapke, Catherine Nelson","""O'Reilly Media, Inc.""",7/13/2020,NLP
9.78163E+12,Things That Make Us Smart,Defending Human Attributes in the Age of the Machine,Don Norman,Diversion Books,12/2/2014,NLP
9.78162E+12,Human-in-the-Loop Machine Learning,Active Learning and Annotation for Human-centered AI,"Robert Munro, Robert Monarch",Simon and Schuster,7/20/2021,NLP
1681737973,Statistical Significance Testing for Natural Language Processing,,"Rotem Dror, Lotem Peled-Cohen, Segev Shlomov, Roi Reichart",Synthesis Lectures on Human La,4/3/2020,NLP
3031010426,"Bayesian Analysis in Natural Language Processing, Second Edition",,Shay Cohen,Springer,4/9/2019,NLP
9.78354E+12,Advances in Natural Language Processing,"4th International Conference, EsTAL 2004, Alicante, Spain, October 20-22, 2004. Proceedings","José Luis Vicedo, Particio Martínez-Barco, Rafael Munoz, Maximiliano Saiz Noeda",Springer Science & Business Media,10/12/2004,NLP
9.78303E+12,Natural Language Processing and Chinese Computing,"9th CCF International Conference, NLPCC 2020, Zhengzhou, China, October 14–18, 2020, Proceedings, Part II","Xiaodan Zhu, Min Zhang, Yu Hong, Ruifang He",Springer Nature,10/6/2020,NLP
9.78903E+12,Recent Advances in Natural Language Processing V,Selected papers from RANLP 2007,"Nicolas Nicolov, Galia Angelova, Ruslan Mitkov",John Benjamins Publishing,10/22/2009,NLP
9.78163E+12,Natural Language Processing for the Semantic Web,,"Diana Maynard, Kalina Bontcheva",Morgan & Claypool Publishers,12/13/2016,NLP
9.78354E+12,Natural Language Processing and Information Systems,"11th International Conference on Applications of Natural Language to Information Systems, NLDB 2006, Klagenfurt, Austria, May 31 - June 2, 2006, Proceedings","Christian Kop, Günther Fliedl, Heinrich C. Mayr, Elisabeth Métais",Springer,7/4/2006,NLP
9.78903E+12,Negation and Speculation Detection,,"Noa P. Cruz Díaz, Manuel J. Maña López",John Benjamins Publishing Company,2/15/2019,NLP
9.78132E+12,Connectionist Approaches to Natural Language Processing,,"R G Reilly, Noel Sharkey",Routledge,7/22/2016,NLP
9.78114E+12,"Language, Cohesion and Form",,Margaret Masterman,Cambridge University Press,1/16/2005,NLP
9.78364E+12,Natural Language Processing and Information Systems,"16th International Conference on Applications of Natural Language to Information Systems, NLDB 2011, Alicante, Spain, June 28-30, 2011, Proceedings","Rafael Munoz, Andres Montoyo, Elisabeth Metais",Springer Science & Business Media,6/22/2011,NLP
9.78354E+12,Natural Language Processing and Information Systems,"5th International Conference on Applications of Natural Language to Information Systems, NLDB 2000, Versailles, France, June 28-30, 2000; Revised Papers","Mokrane Bouzeghoub, Zoubida Kedad, Elisabeth Metais",Springer,6/29/2003,NLP
9.78146E+12,Reversible Grammar in Natural Language Processing,,T. Strzalkowski,Springer Science & Business Media,12/6/2012,NLP
9.78112E+12,The Handbook of Computational Linguistics and Natural Language Processing,,"Alexander Clark, Chris Fox, Shalom Lappin",John Wiley & Sons,10/4/2012,NLP
9.7815E+12,Natural Language Processing and Cognitive Science,Proceedings 2014,"Bernadette Sharp, Rodolfo Delmonte",Walter de Gruyter GmbH & Co KG,3/10/2015,NLP
9.78354E+12,Natural Language Processing and Information Systems,"6th International Conference on Applications of Natural Language to Information Systems, NLDB 2002, Stockholm, Sweden, June 27-28, 2002, Revised Papers","Birger Andersson, International Conference on Applications of Natural Language to Information Systems (6 : 2002 : Stockholm)",Springer Science & Business Media,12/11/2002,NLP
3540620044,Automatic Ambiguity Resolution in Natural Language Processing,An Empirical Approach,Alexander Franz,Springer Science & Business Media,11/13/1996,NLP
9.78903E+12,Recent Advances in Natural Language Processing,Selected Papers from RANLP'95,"Ruslan Mitkov, Nicolas Nicolov",John Benjamins Publishing,1/1/1997,NLP
9.78178E+12,Natural Language Processing with Java and LingPipe Cookbook,,"Breck Baldwin, Krishna Dayanidhi",Packt Publishing Ltd,11/28/2014,NLP
9.78179E+12,Application of Graph Rewriting to Natural Language Processing,,"Guillaume Bonfante, Bruno Guillaume, Guy Perrier",John Wiley & Sons,6/19/2018,NLP
9.78303E+12,Formalizing Natural Languages with NooJ 2019 and Its Natural Language Processing Applications,"13th International Conference, NooJ 2019, Hammamet, Tunisia, June 7–9, 2019, Revised Selected Papers","Héla Fehri, Slim Mesfar, Max Silberztein",Springer Nature,1/6/2020,NLP
9.78364E+12,Advances in Natural Language Processing,"7th International Conference on NLP, IceTAL 2010, Reykjavik, Iceland, August 16-18, 2010, Proceedings","Hrafn Loftsson, Eirikur Rögnvaldsson, Sigrun Helgadottir",Springer Science & Business Media,7/30/2010,NLP
9.78164E+12,Data Science Bookcamp,Five real-world Python projects,Leonard Apeltsin,Simon and Schuster,12/7/2021,NLP
1549617214,Machine Learning for Absolute Beginners,A Plain English Introduction,Oliver Theobald,Independently Published,1/1/2018,NLP
9.7811E+12,Machine Learning Design Patterns,,"Valliappa Lakshmanan, Sara Robinson, Michael Munn",O'Reilly Media,10/15/2020,NLP
9.78147E+12,Modern Computational Models of Semantic Discovery in Natural Language,,"Žižka, Jan",IGI Global,7/17/2015,NLP
9.78162E+12,Deep Learning for Vision Systems,,Mohamed Elgendy,Manning Publications,11/10/2020,NLP
9.78149E+12,Fundamentals of Deep Learning,Designing Next-Generation Machine Intelligence Algorithms,"Nikhil Buduma, Nicholas Locascio","""O'Reilly Media, Inc.""",5/25/2017,NLP
9.78903E+12,Recent Advances in Computational Terminology,,"Didier Bourigault, Christian Jacquemin, Marie-Claude LHomme",John Benjamins Publishing,6/15/2001,NLP
9.781E+12,Citizen Empowerment through Digital Transformation in Government,,Neeta Verma,CRC Press,12/31/2021,NLP
9.78332E+12,Natural Language Processing and Information Systems,"22nd International Conference on Applications of Natural Language to Information Systems, NLDB 2017, Liège, Belgium, June 21-23, 2017, Proceedings","Flavius Frasincar, Ashwin Ittoo, Le Minh Nguyen, Elisabeth Métais",Springer,6/12/2017,NLP
UCAL:B4107152,"Artificial Intelligence, Expert Systems, Computer Vision, and Natural Language Processing",,William B. Gevarter,William Andrew,1/1/1984,NLP
9.78149E+12,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow","Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"""O'Reilly Media, Inc.""",9/5/2019,NLP
079239416X,Reversible Grammar in Natural Language Processing,,T. Strzalkowski,Springer Science & Business Media,11/30/1993,NLP
9.78144E+12,Practical Graph Mining with R,,"Nagiza F. Samatova, William Hendrix, John Jenkins, Kanchana Padmanabhan, Arpan Chakraborty",CRC Press,7/15/2013,NLP
9.78903E+12,Challenges for Arabic Machine Translation,,"Abdelhadi Soudi, Ali Farghaly, Günter Neumann, Rabih Zbib",John Benjamins Publishing,8/1/2012,NLP
9.78903E+12,Close Engagements with Artificial Companions,"Key social, psychological, ethical and design issues",Yorick Wilks,John Benjamins Publishing,3/24/2010,NLP
9.78053E+12,Learning How to Learn,How to Succeed in School Without Spending All Your Time Studying; A Guide for Kids and Teens,"Barbara Oakley, PhD, Terrence Sejnowski, PhD, Alistair McConville",Penguin,8/7/2018,NLP
9.78149E+12,Designing Data-Intensive Applications,"The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,"""O'Reilly Media, Inc.""",3/16/2017,NLP
9.78335E+12,Natural Language Processing mit Deep Learning,,Amelie Probst,GRIN Verlag,9/17/2019,NLP
9.78149E+12,Artificial Intelligence in Finance,,Yves Hilpisch,"""O'Reilly Media, Inc.""",10/14/2020,NLP
9.78026E+12,"Perceptrons, Reissue of the 1988 Expanded Edition with a new foreword by Léon Bottou",An Introduction to Computational Geometry,"Marvin Minsky, Seymour A. Papert",MIT Press,9/22/2017,NLP
9.78981E+12,Speech-to-Speech Translation,,"Yutaka Kidawara, Eiichiro Sumita, Hisashi Kawai",Springer Nature,11/22/2019,NLP
9.78043E+12,Integrated Fish Farming,,"Jack A. Mathias, Charles Anthony",Taylor & Francis,7/9/2020,NLP
3642339824,Advances in Natural Language Processing,"8th International Conference on NLP, JapTAL 2012, Kanazawa, Japan, October 22-24, 2012, Proceedings","Hitoshi Isahara, Kyoko Kanzaki",Springer,9/12/2012,NLP
9.78149E+12,Designing Bots,Creating Conversational Experiences,Amir Shevat,"""O'Reilly Media, Inc.""",5/17/2017,NLP
9.78039E+12,Text Mining,Predictive Methods for Analyzing Unstructured Information,"Sholom M. Weiss, Nitin Indurkhya, Tong Zhang, Fred Damerau",Springer Science & Business Media,1/8/2010,NLP
UOM:39015023866083,From Natural Language Processing to Logic for Expert Systems,A Logic Based Approach to Artificial Intelligence,"Jean-Louis Binot, Albert Bruffaerts, Philippe Delsarte, Eric Dubois, Pierre Dupont, Jacques Hagelstein",John Wiley & Sons Incorporated,8/21/1991,NLP
9.7816E+12,Dependency Parsing,,"Sandra Kubler, Ryan McDonald, Joakim Nivre",Morgan & Claypool Publishers,1/8/2009,NLP
9.78179E+12,Hands-On Machine Learning for Algorithmic Trading,Design and implement investment strategies based on smart algorithms that learn from data using Python,Stefan Jansen,Packt Publishing Ltd,12/31/2018,NLP
9.78036E+12,Issue IV (Paperback),,The Borfski Press,Lulu.com,10/18/2018,NLP
3642358276,Evaluation of Natural Language and Speech Tool for Italian,"International Workshop, EVALITA 2011, Rome, January 24-25, 2012, Revised Selected Papers","Bernardo Magnini, Francesco Cutugno, Mauro Falcone, Emanuele Pianta",Springer,1/8/2013,NLP
9.78149E+12,Finding Nothing,"The VanGardes, 1959-1975",Gregory Betts,University of Toronto Press,7/30/2021,NLP
9.78164E+12,Streaming Data,Understanding the real-time pipeline,Andrew Psaltis,Simon and Schuster,5/31/2017,NLP
9.78903E+12,"Abduction, Belief, and Context in Dialogue",Studies in Computational Pragmatics,"Harry C. Bunt, W. J. Black",John Benjamins Publishing,1/1/2000,NLP
9.78164E+12,Fighting Churn with Data,The science and strategy of customer retention,Carl Gold,Simon and Schuster,11/13/2020,NLP
9.78332E+12,Machine Learning for Text,,Charu C. Aggarwal,Springer,3/19/2018,NLP
9.78111E+12,Natural Language Generation in Interactive Systems,,"Amanda Stent, Srinivas Bangalore",Cambridge University Press,6/12/2014,NLP
9.78112E+12,Natural Language Processing and Computational Linguistics,"Speech, Morphology and Syntax",Mohamed Zakaria Kurdi,John Wiley & Sons,8/17/2016,NLP
9.78164E+12,Machine Learning Bookcamp,Build a portfolio of real-life projects,Alexey Grigorev,Simon and Schuster,11/23/2021,NLP
9.78026E+12,Introduction to Deep Learning,,Eugene Charniak,MIT Press,2/19/2019,NLP
3031794737,Natural Language Processing for the Semantic Web,,"Diana Maynard, Kalina Bontcheva, Isabelle Augenstein",Springer,12/13/2016,NLP
3125179947,Cambridge Advanced Learner's Dictionary KLETT VERSION,,Kate Woodford,Cambridge University Press,2/13/2003,NLP
9.78026E+12,Deep Learning,,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,11/10/2016,NLP
9.78164E+12,Deep Learning for Search,,Tommaso Teofili,Simon and Schuster,6/2/2019,NLP
3031007344,Natural Language Data Management and Interfaces,,"Yunyao Li, Davood Rafiei",Springer,8/13/2018,NLP
9.78903E+12,Memory-Based Parsing,,Sandra Kübler,John Benjamins Publishing,10/31/2004,NLP
1790764165,Python Programming,"This Book Includes: Deep Learning with Keras, Convolutional Neural Networks, Machine Learning, Tensorflow, Data Analytics, Natural Language Processing, Devops Handbook and Adoption",Frank Millstein,Independently Published,12/10/2018,NLP
9.78164E+12,Advanced Algorithms and Data Structures,,Marcello La Rocca,Simon and Schuster,8/10/2021,NLP
UOM:39015032581681,Usability Inspection Methods,,"Jakob Nielsen, Robert L. Mack",John Wiley & Sons Incorporated,5/9/1994,NLP
9.78903E+12,Literary Detective Work on the Computer,,Michael P. Oakes,John Benjamins Publishing Company,5/15/2014,NLP
9.78024E+12,A Promised Land,,Barack Obama,Penguin UK,11/17/2020,NLP
9.78903E+12,"Exploring Time, Tense, and Aspect in Natural Language Database Interfaces",,Ion Androutsopoulos,John Benjamins Publishing,1/1/2002,NLP
9.78819E+12,Multiple Choice Questions in Computer Science,,Ela Kumar,I. K. International Pvt Ltd,12/30/2013,NLP
9.78185E+12,Natural Language Processing and Computational Linguistics 2,"Semantics, Discourse and Applications",Mohamed Zakaria Kurdi,John Wiley & Sons,2/28/2018,NLP
9.78162E+12,Math for Programmers,"3D graphics, machine learning, and simulations with Python",Paul Orland,Manning Publications,1/12/2021,NLP
9.78112E+12,Collaborative Annotation for Reliable Natural Language Processing,Technical and Sociological Aspects,Karën Fort,John Wiley & Sons,6/14/2016,NLP
9.78114E+12,Handbook of Cognitive Linguistics and Second Language Acquisition,,"Peter Robinson, Nick C. Ellis",Routledge,3/29/2008,NLP
3319257889,Statistical Language and Speech Processing,"Third International Conference, SLSP 2015, Budapest, Hungary, November 24-26, 2015, Proceedings","Adrian-Horia Dediu, Carlos Martín-Vide, Klára Vicsi",Springer,10/27/2015,NLP
UOM:39015003731885,Natural Language Information Processing,A Computer Grammar of English and Its Applications,Naomi Sager,Addison-Wesley,1/1/1981,NLP
9.78332E+12,Language Engineering,Essays in Theory and Practice of Applied Natural Language Computing,Hans (Ed.) Haugeneder,Springer-Verlag,3/8/2013,NLP
9401050414,"Neural Networks for Vision, Speech and Natural Language",,"R. Linggard, D.J. Myers, C. Nightingale",Springer,11/5/2012,NLP
3319041746,Natural Language in Business Process Models,"Theoretical Foundations, Techniques, and Applications",Henrik Leopold,Springer,12/16/2013,NLP
9.78981E+12,Artificial Intelligence Accelerates Human Learning,Discussion Data Analytics,Katashi Nagao,Springer,2/2/2019,NLP
331941335X,Natural Language Understanding in a Semantic Web Context,,Caroline Barrière,Springer,8/15/2016,NLP
9.78164E+12,Deep Learning and the Game of Go,,"Kevin Ferguson, Max Pumperla",Simon and Schuster,1/6/2019,NLP
9.78303E+12,Linguistic Fundamentals for Natural Language Processing,100 Essentials from Morphology and Syntax,Emily M. Bender,Springer Nature,5/31/2022,NLP
9.78164E+12,"Bootstrapping Microservices with Docker, Kubernetes, and Terraform",A project-based guide,Ashley Davis,Simon and Schuster,1/23/2021,NLP
9.78164E+12,Deep Learning with JavaScript,Neural networks in TensorFlow.js,"Stanley Bileschi, Eric Nielsen, Shanqing Cai",Simon and Schuster,1/24/2020,NLP
9.78184E+12,Data Mining,"Methods, Applications and Systems",Derya Birant,BoD – Books on Demand,1/20/2021,NLP
1489991824,Where Humans Meet Machines,Innovative Solutions for Knotty Natural-Language Problems,"Amy Neustein, Judith A. Markowitz",Springer,7/14/2013,NLP
UCAL:B3678322,Program Construction,International Summer School,"F.L. Bauer, E.W. Dijkstra, S.L. Gerhart, D. Gries, M. Griffiths, J. V. Guttag",Lecture Notes in Computer Science,6/1/1979,NLP
9.78903E+12,Lexical Functions in Lexicography and Natural Language Processing,,Leo Wanner,John Benjamins Publishing,1/1/1996,NLP
9.78079E+12,Integration of Natural Language and Vision Processing,(Volume II) Intelligent Multimedia,Paul Mc Kevitt,Springer,10/31/1995,NLP
3540609253,"Connectionist, Statistical and Symbolic Approaches to Learning for Natural Language Processing",,"Stefan Wermter, Ellen Riloff, Gabriele Scheler",Springer,3/15/1996,NLP
UOM:39015014210051,Natural Language Processing in the 1980s,A Bibliography,"Gerald Gazdar, Alex Franz, Karen Osborne, Roger Evans",Center for the Study of Language and Information Publications,11/1/1987,NLP
9.78303E+12,Formalizing Natural Languages with NooJ 2018 and Its Natural Language Processing Applications,"12th International Conference, NooJ 2018, Palermo, Italy, June 20–22, 2018, Revised Selected Papers","Ignazio Mauro Mirto, Mario Monteleone, Max Silberztein",Springer,12/24/2018,NLP
9.78303E+12,Ontology-Based Interpretation of Natural Language,,Philipp Cimiano,Springer Nature,6/1/2022,NLP
9.78148E+12,The Unmade Bed,The Messy Truth about Men and Women in the 21st Century,Stephen Marche,Simon and Schuster,3/7/2017,NLP
3319142054,Harmonization and Development of Resources and Tools for Italian Natural Language Processing within the PARLI Project,,"Roberto Basili, Cristina Bosco, Rodolfo Delmonte, Alessandro Moschitti, Maria Simi",Springer,1/26/2015,NLP
1681733048,Lifelong Machine Learning,,"Zhiyuan Chen, Bing Liu",Morgan & Claypool,1/1/2018,NLP
9.78146E+12,Simply JavaScript,Everything You Need to Learn JavaScript From Scratch,"Kevin Yank, Cameron Adams",SitePoint,6/21/2007,NLP
9.78364E+12,Essential Speech and Language Technology for Dutch,Results by the STEVIN-programme,"Peter Spyns, Jan Odijk",Springer Science & Business Media,2/26/2013,NLP
UOM:39015024787544,Prolog for Natural Language Processing,,"Annie Gal, Patrick Saint-Dizier, Guy Lapalme, Harold Somers",Chichester [England] ; Toronto : Wiley,7/18/1991,NLP
